Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	15840.000000000	15899.999979167	5236.364	6351.515	60.0000	1115.152	-50.43	Insects
2	Spectrogram 1	1	15840.000000000	15899.999979167	2521.212	3006.061	60.0000	484.848	-72.03	Amphibians
3	Spectrogram 1	1	15856.895994133	15858.047993733	13527.273	14303.030	1.1520	775.758	-70.55	Birds
4	Spectrogram 1	1	15862.655992133	15864.095991633	13866.667	14593.939	1.4400	727.273	-71.14	Birds
5	Spectrogram 1	1	15878.735986550	15879.935986133	13478.788	14400.000	1.2000	921.212	-70.62	Birds
6	Spectrogram 1	1	15840.000000000	15899.999979167	6739.394	7806.061	60.0000	1066.667	-49.48	Insects
7	Spectrogram 1	1	15851.061922748	15851.503157226	18828.282	23385.857	0.4412	4557.576	-72.29	Possible bats
8	Spectrogram 1	1	15851.753530783	15851.931505176	18561.615	23701.009	0.1780	5139.394	-61.30	Possible bats
9	Spectrogram 1	1	15893.481733942	15894.118129824	14488.888	18707.070	0.6364	4218.182	-71.12	Possible bats
10	Spectrogram 1	1	15892.675632492	15892.896249731	19022.221	23410.100	0.2206	4387.879	-62.85	Possible bats
11	Spectrogram 1	1	15893.048984742	15893.575072005	20064.645	23919.191	0.5261	3854.545	-70.05	Possible bats
12	Spectrogram 1	1	15893.744777574	15894.169041495	18828.282	23652.524	0.4243	4824.242	-64.90	Possible bats
13	Spectrogram 1	1	15894.338747063	15894.695128757	19385.857	22513.130	0.3564	3127.273	-64.53	Possible bats
14	Spectrogram 1	1	15895.484259651	15895.687906334	20210.100	23555.554	0.2036	3345.455	-61.27	Possible bats
15	Spectrogram 1	1	15898.776910321	15899.014498117	18004.039	22949.494	0.2376	4945.455	-65.25	Possible bats
