Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	10800.000000000	10859.999979167	2227.671	2858.144	60.0000	630.473	-67.29	Amphibians
2	Spectrogram 1	1	10822.124431438	10825.077308331	3068.301	3404.553	2.9529	336.252	-69.63	Amphibians
3	Spectrogram 1	1	10825.450660582	10827.351362950	3068.301	3320.490	1.9007	252.189	-68.08	Amphibians
4	Spectrogram 1	1	10827.639862416	10828.658095828	3110.333	3404.553	1.0182	294.221	-67.00	Amphibians
5	Spectrogram 1	1	10828.980536408	10830.117563717	3152.364	3404.553	1.1370	252.189	-67.11	Amphibians
6	Spectrogram 1	1	10830.304239843	10831.186708799	3026.270	3446.585	0.8825	420.315	-67.87	Amphibians
7	Spectrogram 1	1	10832.900735042	10834.071703465	3068.301	3404.553	1.1710	336.252	-69.89	Amphibians
8	Spectrogram 1	1	10835.415234988	10836.348615615	5127.846	5590.193	0.9334	462.347	-61.40	Amphibians
9	Spectrogram 1	1	10837.095320116	10838.283259096	5127.846	5548.161	1.1879	420.315	-60.18	Amphibians
10	Spectrogram 1	1	10839.063904712	10839.912432554	5085.814	5548.161	0.8485	462.347	-59.87	Amphibians
11	Spectrogram 1	1	10840.625195942	10841.575547126	5085.814	5674.256	0.9504	588.441	-62.53	Amphibians
12	Spectrogram 1	1	10842.203457730	10842.441045526	5085.814	5506.130	0.2376	420.315	-65.01	Amphibians
13	Spectrogram 1	1	10836.806820650	10838.300229653	3026.270	3446.585	1.4934	420.315	-68.38	Amphibians
14	Spectrogram 1	1	10840.285784805	10840.981577636	3068.301	3488.616	0.6958	420.315	-69.67	Amphibians
15	Spectrogram 1	1	10847.697074463	10848.766219545	3098.107	3428.571	1.0691	330.465	-68.30	Amphibians
16	Spectrogram 1	1	10851.057244720	10855.520501173	3015.491	3469.880	4.4633	454.389	-71.05	Amphibians
17	Spectrogram 1	1	10858.354584168	10859.355847023	3098.107	3428.571	1.0013	330.465	-67.74	Amphibians
18	Spectrogram 1	1	10805.855997967	10849.679982750	4172.117	5287.435	43.8240	1115.318	-64.74	Amphibians
19	Spectrogram 1	1	10800.000000000	10859.999979167	5865.749	6609.294	60.0000	743.546	-50.98	Insects
20	Spectrogram 1	1	10800.000000000	10859.711979267	7022.375	7848.537	59.7120	826.162	-63.36	Insects
21	Spectrogram 1	1	10822.190041079	10822.730040892	826.162	1404.475	0.5400	578.313	-65.13	Domestic mammals
22	Spectrogram 1	1	10824.254040363	10824.722040200	537.005	1156.627	0.4680	619.621	-65.86	Domestic mammals
23	Spectrogram 1	1	10825.274040009	10825.634039884	578.313	908.778	0.3600	330.465	-61.26	Domestic mammals
24	Spectrogram 1	1	10827.494039238	10827.698039167	0.000	1363.167	0.2040	1363.167	-49.97	Domestic mammals
25	Spectrogram 1	1	10829.550136038	10830.774135613	454.389	1239.243	1.2240	784.854	-64.34	Domestic mammals
26	Spectrogram 1	1	10831.722135284	10832.238135105	413.081	1197.935	0.5160	784.854	-62.66	Domestic mammals
27	Spectrogram 1	1	10833.530037064	10834.874036598	743.546	1363.167	1.3440	619.621	-61.18	Domestic mammals
28	Spectrogram 1	1	10836.566036010	10837.970035523	537.005	1321.859	1.4040	784.854	-61.68	Domestic mammals
29	Spectrogram 1	1	10838.313645121	10838.553645038	604.027	1288.591	0.2400	684.564	-61.38	Domestic mammals
30	Spectrogram 1	1	10839.129644838	10839.357644758	322.148	926.174	0.2280	604.027	-59.06	Domestic mammals
31	Spectrogram 1	1	10839.669644650	10839.909644567	845.638	1127.517	0.2400	281.879	-62.36	Domestic mammals
32	Spectrogram 1	1	10840.437644383	10840.665644304	644.295	1530.201	0.2280	885.906	-63.81	Domestic mammals
33	Spectrogram 1	1	10842.093643808	10842.897643529	845.638	1167.785	0.8040	322.148	-60.49	Domestic mammals
34	Spectrogram 1	1	10843.941643167	10844.289643046	1208.054	1731.544	0.3480	523.490	-66.69	Domestic mammals
35	Spectrogram 1	1	10846.557642258	10848.081641729	724.832	1530.201	1.5240	805.369	-62.06	Domestic mammals
36	Spectrogram 1	1	10850.307201899	10850.871201703	362.416	885.906	0.5640	523.490	-56.74	Domestic mammals
37	Spectrogram 1	1	10852.491201141	10852.767201045	1046.980	1570.470	0.2760	523.490	-64.54	Domestic mammals
38	Spectrogram 1	1	10854.027200607	10855.059200249	684.564	1288.591	1.0320	604.027	-62.34	Domestic mammals
39	Spectrogram 1	1	10858.101052833	10859.709052275	1006.711	1651.007	1.6080	644.295	-61.81	Domestic mammals
40	Spectrogram 1	1	10849.845055700	10852.545054763	3946.309	4953.020	2.7000	1006.711	-70.40	Amphibians
41	Spectrogram 1	1	10843.376765180	10844.216764888	516.556	1231.788	0.8400	715.232	-63.35	Domestic mammals
42	Spectrogram 1	1	10847.526422234	10849.459299582	15456.954	22410.596	1.9329	6953.642	-52.36	Possible  bats
43	Spectrogram 1	1	10845.276862025	10845.648861896	17517.241	22528.736	0.3720	5011.494	-64.24	Possible bats
44	Spectrogram 1	1	10846.020861767	10846.428861625	17425.287	22758.621	0.4080	5333.333	-65.63	Possible bats
45	Spectrogram 1	1	10849.608860521	10850.640860162	17379.310	22390.805	1.0320	5011.494	-64.41	Possible bats
46	Spectrogram 1	1	10851.733737753	10852.009737657	18022.989	21931.034	0.2760	3908.046	-60.65	Possible bats
47	Spectrogram 1	1	10856.137736224	10856.377736140	17517.241	22068.966	0.2400	4551.724	-62.21	Possible bats
48	Spectrogram 1	1	10856.809735990	10857.025735915	17149.425	22436.782	0.2160	5287.356	-62.83	Possible bats
49	Spectrogram 1	1	10857.673735690	10857.829735636	17747.126	22528.736	0.1560	4781.609	-61.87	Possible bats
50	Spectrogram 1	1	10834.398426711	10834.578426648	17057.471	21609.195	0.1800	4551.724	-61.74	Possible bats
51	Spectrogram 1	1	10835.106426465	10835.406426361	16183.908	23080.460	0.3000	6896.552	-49.12	Possible bats
52	Spectrogram 1	1	10835.514426323	10835.850426207	16321.839	23126.437	0.3360	6804.598	-49.99	Possible bats
53	Spectrogram 1	1	10837.158425753	10837.410425665	16558.140	22511.628	0.2520	5953.488	-47.42	Possible bats
