Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	34320.000000000	34379.999979167	4982.857	6811.429	60.0000	1828.571	-52.60	Insects
2	Spectrogram 1	1	34332.839198396	34335.639340277	10880.000	13211.429	2.8001	2331.429	-73.48	Insects
3	Spectrogram 1	1	34338.007574077	34339.925247002	11931.429	13074.286	1.9177	1142.857	-73.47	Insects
4	Spectrogram 1	1	34340.383452037	34343.395725879	12114.286	13028.571	3.0123	914.286	-71.31	Insects
5	Spectrogram 1	1	34345.962610846	34353.200553345	12114.286	13120.000	7.2379	1005.714	-72.48	Insects
6	Spectrogram 1	1	34356.032929391	34357.993028707	11794.286	12571.429	1.9601	777.143	-73.31	Insects
7	Spectrogram 1	1	34358.171219554	34361.234405067	11885.714	12982.857	3.0632	1097.143	-74.12	Insects
8	Spectrogram 1	1	34362.003337625	34366.950254948	12388.571	12891.429	4.9469	502.857	-72.60	Insects
9	Spectrogram 1	1	34369.734267405	34373.959936062	12068.571	13028.571	4.2257	960.000	-73.29	Insects
10	Spectrogram 1	1	34377.596197782	34379.999979167	11657.143	12982.857	2.4038	1325.714	-72.93	Insects
