Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	15960.000000000	16019.999979167	2424.242	2715.152	60.0000	290.909	-65.51	Amphibians
2	Spectrogram 1	1	15960.000000000	16019.999979167	5430.303	6254.545	60.0000	824.242	-41.66	Insects
3	Spectrogram 1	1	15966.881560805	15967.382192232	15112.674	16249.591	0.5006	1136.917	-70.23	Birds
4	Spectrogram 1	1	15965.019810196	15967.395688156	17157.741	18710.603	2.3759	1552.862	-59.79	Possible bats
5	Spectrogram 1	1	15969.907330571	15970.204315316	17157.741	18211.469	0.2970	1053.728	-60.89	Possible bats
6	Spectrogram 1	1	15977.116952063	15977.363025137	17240.930	18571.955	0.2461	1331.025	-61.73	Possible bats
7	Spectrogram 1	1	15995.331184160	15999.276838629	16963.633	18433.306	3.9457	1469.673	-57.56	Possible bats
8	Spectrogram 1	1	16018.010918852	16019.453416185	17364.172	18556.548	1.4425	1192.376	-56.85	Possible bats
9	Spectrogram 1	1	15960.000000000	16019.999979167	6516.474	7482.478	60.0000	966.004	-53.60	Insects
10	Spectrogram 1	1	15995.183987783	15995.663987617	7625.661	11535.546	0.4800	3909.885	-61.95	Birds
11	Spectrogram 1	1	16005.799714017	16011.841232258	3303.922	3647.059	6.0415	343.137	-68.71	Amphibians
