Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	2400.335999883	2437.247987067	2521.212	2957.576	36.9120	436.364	-69.63	Amphibians
2	Spectrogram 1	1	2438.447986650	2459.999979167	2666.667	3054.545	21.5520	387.879	-69.39	Amphibians
3	Spectrogram 1	1	2400.000000000	2459.999979167	6981.818	8581.818	60.0000	1600.000	-48.41	Insects
4	Spectrogram 1	1	2400.191999933	2401.103999617	3975.758	4460.606	0.9120	484.848	-69.46	Amphibians
5	Spectrogram 1	1	2402.015999300	2403.023998950	3781.818	4218.182	1.0080	436.364	-70.59	Amphibians
6	Spectrogram 1	1	2401.391999517	2402.063999283	3975.758	4363.636	0.6720	387.879	-71.11	Amphibians
7	Spectrogram 1	1	2403.071998933	2404.031998600	3975.758	4363.636	0.9600	387.879	-66.02	Amphibians
8	Spectrogram 1	1	2404.895998300	2406.191997850	3975.758	4363.636	1.2960	387.879	-68.10	Amphibians
9	Spectrogram 1	1	2406.191997850	2411.951995850	3878.788	4315.152	5.7600	436.364	-68.39	Amphibians
10	Spectrogram 1	1	2412.623995617	2415.215994717	3878.788	4169.697	2.5920	290.909	-69.34	Amphibians
11	Spectrogram 1	1	2436.767987233	2448.911983017	3878.788	4412.121	12.1440	533.333	-68.67	Amphibians
12	Spectrogram 1	1	2400.000000000	2459.999979167	5090.909	6448.485	60.0000	1357.576	-55.26	Insects
13	Spectrogram 1	1	2435.903987533	2436.671987267	18327.273	23660.606	0.7680	5333.333	-65.43	Possible bats
14	Spectrogram 1	1	2431.727988983	2432.015988883	19006.061	21042.424	0.2880	2036.364	-69.90	Possible bats
