Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	2400.000000000	2459.999979167	2472.727	2909.091	60.0000	436.364	-66.18	Insects
2	Spectrogram 1	1	2400.000000000	2440.607985900	4509.091	5042.424	40.6080	533.333	-74.10	Insects
3	Spectrogram 1	1	2445.119984333	2459.999979167	4266.667	4896.970	14.8800	630.303	-74.83	Insects
4	Spectrogram 1	1	2400.047999983	2459.999979167	6012.121	7127.273	59.9520	1115.152	-61.93	Insects
5	Spectrogram 1	1	2427.887990317	2433.311988433	387.879	824.242	5.4240	436.364	-66.78	Domestic mammals
6	Spectrogram 1	1	2448.959983000	2449.535982800	339.394	727.273	0.5760	387.879	-67.22	Domestic mammals
7	Spectrogram 1	1	2446.703983783	2447.423983533	436.364	921.212	0.7200	484.848	-71.54	Domestic mammals
8	Spectrogram 1	1	2441.183985700	2441.663985533	339.394	775.758	0.4800	436.364	-71.38	Domestic mammals
9	Spectrogram 1	1	2423.903991700	2426.591990767	533.333	775.758	2.6880	242.424	-71.60	Domestic mammals
10	Spectrogram 1	1	2410.480270117	2411.362269811	20468.050	23813.504	0.8820	3345.455	-77.83	Possible bats
