Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	39991.466119886	39991.826119761	6647.059	7529.412	0.3600	882.353	-73.51	Birds
2	Spectrogram 1	1	40001.090116544	40001.498116402	6705.882	7549.020	0.4080	843.137	-71.60	Birds
3	Spectrogram 1	1	40009.848543346	40010.352543171	6647.059	7588.235	0.5040	941.176	-73.64	Birds
4	Spectrogram 1	1	40018.344540396	40018.824540229	6745.098	7647.059	0.4800	901.961	-73.32	Birds
5	Spectrogram 1	1	39960.000000000	40019.999979167	5745.098	6098.039	60.0000	352.941	-74.02	Insects
6	Spectrogram 1	1	39962.155260721	39964.556594516	274.510	666.667	2.4013	392.157	-61.99	Mammals
7	Spectrogram 1	1	39966.159169100	39969.646618534	303.922	686.275	3.4874	382.353	-63.98	Mammals
8	Spectrogram 1	1	39983.173587758	39983.894836424	303.922	715.686	0.7212	411.765	-63.47	Mammals
9	Spectrogram 1	1	40009.909084333	40010.460627431	343.137	705.882	0.5515	362.745	-63.66	Mammals
10	Spectrogram 1	1	40011.826757258	40012.098286168	362.745	676.471	0.2715	313.725	-63.62	Mammals
11	Spectrogram 1	1	40012.929843453	40016.043940637	294.118	637.255	3.1141	343.137	-61.41	Mammals
12	Spectrogram 1	1	39960.191999933	39962.159999250	291.162	637.783	1.9680	346.621	-63.94	Mammals
13	Spectrogram 1	1	39981.647992483	39983.183991950	318.891	582.323	1.5360	263.432	-64.09	Mammals
14	Spectrogram 1	1	39991.247989150	39997.103987117	318.891	665.512	5.8560	346.621	-63.89	Mammals
